,severity
11459,Significant
11460,Significant
11461,Minor
11462,Significant
11463,Minor
11464,Minor
11465,Significant
11466,Minor
11467,Significant
11468,Minor
11469,Minor
11470,Minor
11471,Minor
11472,Significant
11473,Minor
11474,Significant
11475,Minor
11476,Minor
11477,Minor
11478,Significant
11479,Significant
11480,Significant
11481,Minor
11482,Minor
11483,Minor
11484,Minor
11485,Minor
11486,Significant
11487,Minor
11488,Minor
11489,Significant
11490,Minor
11491,Minor
11492,Minor
11493,Minor
11494,Minor
11495,Minor
11496,Minor
11497,Minor
11498,Minor
11499,Significant
11500,Significant
11501,Significant
11502,Minor
11503,Minor
11504,Significant
11505,Minor
11506,Minor
11507,Severe
11508,Significant
11509,Minor
11510,Minor
11511,Minor
11512,Significant
11513,Minor
11514,Minor
11515,Minor
11516,Significant
11517,Severe
11518,Minor
11519,Significant
11520,Significant
11521,Minor
11522,Minor
11523,Significant
11524,Minor
11525,Minor
11526,Minor
11527,Minor
11528,Minor
11529,Minor
11530,Significant
11531,Minor
11532,Minor
11533,Minor
11534,Minor
11535,Minor
11536,Significant
11537,Minor
11538,Significant
11539,Minor
11540,Minor
11541,Minor
11542,Significant
11543,Significant
11544,Minor
11545,Significant
11546,Minor
11547,Significant
11548,Minor
11549,Minor
11550,Minor
11551,Minor
11552,Significant
11553,Minor
11554,Minor
11555,Minor
11556,Minor
11557,Significant
11558,Minor
11559,Significant
11560,Minor
11561,Minor
11562,Minor
11563,Significant
11564,Minor
11565,Minor
11566,Minor
11567,Minor
11568,Minor
11569,Significant
11570,Minor
11571,Significant
11572,Severe
11573,Minor
11574,Minor
11575,Significant
11576,Minor
11577,Minor
11578,Significant
11579,Minor
11580,Significant
11581,Significant
11582,Minor
11583,Minor
11584,Severe
11585,Significant
11586,Minor
11587,Minor
11588,Minor
11589,Significant
11590,Significant
11591,Significant
11592,Minor
11593,Severe
11594,Minor
11595,Minor
11596,Minor
11597,Significant
11598,Significant
11599,Significant
11600,Minor
11601,Minor
11602,Minor
11603,Minor
11604,Significant
11605,Minor
11606,Significant
11607,Significant
11608,Significant
11609,Significant
11610,Minor
11611,Minor
11612,Minor
11613,Minor
11614,Minor
11615,Significant
11616,Minor
11617,Minor
11618,Minor
11619,Significant
11620,Significant
11621,Minor
11622,Minor
11623,Significant
11624,Minor
11625,Minor
11626,Significant
11627,Significant
11628,Significant
11629,Significant
11630,Minor
11631,Minor
11632,Significant
11633,Significant
11634,Significant
11635,Severe
11636,Minor
11637,Significant
11638,Significant
11639,Significant
11640,Minor
11641,Minor
11642,Minor
11643,Minor
11644,Significant
11645,Significant
11646,Minor
11647,Minor
11648,Minor
11649,Significant
11650,Minor
11651,Minor
11652,Significant
11653,Significant
11654,Minor
11655,Minor
11656,Minor
11657,Significant
11658,Minor
11659,Minor
11660,Minor
11661,Minor
11662,Minor
11663,Significant
11664,Minor
11665,Minor
11666,Minor
11667,Minor
11668,Minor
11669,Significant
11670,Minor
11671,Minor
11672,Significant
11673,Significant
11674,Minor
11675,Minor
11676,Minor
11677,Minor
11678,Significant
11679,Minor
11680,Minor
11681,Significant
11682,Severe
11683,Significant
11684,Minor
11685,Minor
11686,Minor
11687,Minor
11688,Significant
11689,Significant
11690,Minor
11691,Minor
11692,Minor
11693,Significant
11694,Minor
11695,Significant
11696,Minor
11697,Minor
11698,Significant
11699,Minor
11700,Minor
11701,Significant
11702,Minor
11703,Significant
11704,Severe
11705,Minor
11706,Minor
11707,Minor
11708,Minor
11709,Minor
11710,Significant
11711,Minor
11712,Minor
11713,Minor
11714,Minor
11715,Minor
11716,Significant
11717,Minor
11718,Minor
11719,Minor
11720,Minor
11721,Minor
11722,Minor
11723,Minor
11724,Minor
11725,Minor
11726,Minor
11727,Minor
11728,Minor
11729,Significant
11730,Minor
11731,Significant
11732,Minor
11733,Minor
11734,Minor
11735,Significant
11736,Minor
11737,Minor
11738,Minor
11739,Minor
11740,Significant
11741,Significant
11742,Significant
11743,Significant
11744,Significant
11745,Minor
11746,Minor
11747,Significant
11748,Minor
11749,Minor
11750,Minor
11751,Significant
11752,Severe
11753,Significant
11754,Significant
11755,Minor
11756,Significant
11757,Minor
11758,Minor
11759,Minor
11760,Significant
11761,Significant
11762,Minor
11763,Significant
11764,Significant
11765,Minor
11766,Minor
11767,Minor
11768,Minor
11769,Significant
11770,Significant
11771,Minor
11772,Minor
11773,Minor
11774,Significant
11775,Minor
11776,Minor
11777,Minor
11778,Minor
11779,Minor
11780,Significant
11781,Significant
11782,Minor
11783,Minor
11784,Minor
11785,Minor
11786,Minor
11787,Minor
11788,Significant
11789,Minor
11790,Minor
11791,Significant
11792,Severe
11793,Minor
11794,Significant
11795,Minor
11796,Minor
11797,Minor
11798,Significant
11799,Minor
11800,Minor
11801,Minor
11802,Minor
11803,Minor
11804,Significant
11805,Severe
11806,Significant
11807,Minor
11808,Significant
11809,Minor
11810,Minor
11811,Minor
11812,Minor
11813,Minor
11814,Significant
11815,Minor
11816,Minor
11817,Minor
11818,Significant
11819,Significant
11820,Significant
11821,Minor
11822,Minor
11823,Minor
11824,Significant
11825,Minor
11826,Minor
11827,Minor
11828,Significant
11829,Minor
11830,Minor
11831,Minor
11832,Minor
11833,Minor
11834,Minor
11835,Significant
11836,Minor
11837,Minor
11838,Significant
11839,Minor
11840,Minor
11841,Minor
11842,Minor
11843,Minor
11844,Minor
11845,Minor
11846,Minor
11847,Significant
11848,Minor
11849,Minor
11850,Minor
11851,Minor
11852,Minor
11853,Severe
11854,Minor
11855,Minor
11856,Significant
11857,Minor
11858,Minor
11859,Minor
11860,Severe
11861,Minor
11862,Significant
11863,Minor
11864,Significant
11865,Minor
11866,Minor
11867,Minor
11868,Minor
11869,Significant
11870,Severe
11871,Minor
11872,Significant
11873,Minor
11874,Minor
11875,Minor
11876,Minor
11877,Significant
11878,Significant
11879,Minor
11880,Minor
11881,Significant
11882,Minor
11883,Minor
11884,Minor
11885,Significant
11886,Minor
11887,Minor
11888,Minor
11889,Severe
11890,Minor
11891,Significant
11892,Minor
11893,Minor
11894,Minor
11895,Minor
11896,Significant
11897,Significant
11898,Minor
11899,Significant
11900,Minor
11901,Significant
11902,Significant
11903,Minor
11904,Significant
11905,Significant
11906,Minor
11907,Minor
11908,Minor
11909,Minor
11910,Minor
11911,Minor
11912,Minor
11913,Minor
11914,Minor
11915,Minor
11916,Minor
11917,Minor
11918,Minor
11919,Minor
11920,Minor
11921,Severe
11922,Significant
11923,Minor
11924,Minor
11925,Minor
11926,Minor
11927,Significant
11928,Minor
11929,Significant
11930,Minor
11931,Significant
11932,Minor
11933,Minor
11934,Severe
11935,Minor
11936,Minor
11937,Minor
11938,Minor
11939,Significant
11940,Significant
11941,Minor
11942,Significant
11943,Minor
11944,Minor
11945,Significant
11946,Significant
11947,Minor
11948,Minor
11949,Significant
11950,Minor
11951,Minor
11952,Significant
11953,Minor
11954,Significant
11955,Minor
11956,Minor
11957,Significant
11958,Minor
11959,Significant
11960,Significant
11961,Minor
11962,Minor
11963,Minor
11964,Minor
11965,Severe
11966,Significant
11967,Significant
11968,Significant
11969,Minor
11970,Minor
11971,Minor
11972,Minor
11973,Significant
11974,Minor
11975,Significant
11976,Significant
11977,Minor
11978,Minor
11979,Minor
11980,Minor
11981,Significant
11982,Minor
11983,Minor
11984,Minor
11985,Minor
11986,Minor
11987,Significant
11988,Minor
11989,Significant
11990,Minor
11991,Minor
11992,Minor
11993,Significant
11994,Minor
11995,Significant
11996,Minor
11997,Minor
11998,Significant
11999,Minor
12000,Significant
12001,Minor
12002,Significant
12003,Significant
12004,Significant
12005,Minor
12006,Significant
12007,Significant
12008,Minor
12009,Severe
12010,Significant
12011,Minor
12012,Minor
12013,Minor
12014,Minor
12015,Significant
12016,Minor
12017,Significant
12018,Minor
12019,Minor
12020,Minor
12021,Minor
12022,Minor
12023,Minor
12024,Significant
12025,Severe
12026,Severe
12027,Minor
12028,Minor
12029,Significant
12030,Significant
12031,Minor
12032,Minor
12033,Significant
12034,Minor
12035,Minor
12036,Minor
12037,Minor
12038,Minor
12039,Significant
12040,Minor
12041,Significant
12042,Significant
12043,Significant
12044,Minor
12045,Significant
12046,Minor
12047,Minor
12048,Minor
12049,Minor
12050,Minor
12051,Significant
12052,Significant
12053,Minor
12054,Minor
12055,Significant
12056,Significant
12057,Significant
12058,Minor
12059,Significant
12060,Significant
12061,Minor
12062,Minor
12063,Severe
12064,Minor
12065,Minor
12066,Significant
12067,Minor
12068,Minor
12069,Significant
12070,Minor
12071,Minor
12072,Significant
12073,Minor
12074,Minor
12075,Minor
12076,Significant
12077,Severe
12078,Significant
12079,Minor
12080,Significant
12081,Minor
12082,Minor
12083,Minor
12084,Minor
12085,Minor
12086,Significant
12087,Significant
12088,Minor
12089,Significant
12090,Minor
12091,Minor
12092,Minor
12093,Significant
12094,Minor
12095,Significant
12096,Minor
12097,Minor
12098,Significant
12099,Significant
12100,Minor
12101,Severe
12102,Minor
12103,Minor
12104,Significant
12105,Minor
12106,Significant
12107,Severe
12108,Minor
12109,Minor
12110,Minor
12111,Minor
12112,Minor
12113,Significant
12114,Significant
12115,Minor
12116,Minor
12117,Minor
12118,Minor
12119,Significant
12120,Significant
12121,Minor
12122,Minor
12123,Minor
12124,Minor
12125,Minor
12126,Minor
12127,Significant
12128,Minor
12129,Significant
12130,Minor
12131,Minor
12132,Minor
12133,Significant
12134,Minor
12135,Minor
12136,Significant
12137,Significant
12138,Severe
12139,Minor
12140,Significant
12141,Significant
12142,Minor
12143,Minor
12144,Minor
12145,Severe
12146,Significant
12147,Minor
12148,Minor
12149,Minor
12150,Minor
12151,Minor
12152,Minor
12153,Minor
12154,Minor
12155,Minor
12156,Minor
12157,Minor
12158,Minor
12159,Minor
12160,Minor
12161,Minor
12162,Minor
12163,Significant
12164,Minor
12165,Significant
12166,Significant
12167,Minor
12168,Significant
12169,Minor
12170,Minor
12171,Minor
12172,Minor
12173,Minor
12174,Minor
12175,Minor
12176,Minor
12177,Minor
12178,Significant
12179,Minor
12180,Minor
12181,Significant
12182,Minor
12183,Minor
12184,Minor
12185,Significant
12186,Significant
12187,Minor
12188,Significant
12189,Severe
12190,Minor
12191,Significant
12192,Minor
12193,Minor
12194,Minor
12195,Minor
12196,Significant
12197,Minor
12198,Significant
12199,Minor
12200,Significant
12201,Minor
12202,Minor
12203,Minor
12204,Minor
12205,Significant
12206,Minor
12207,Severe
12208,Minor
12209,Minor
12210,Minor
12211,Minor
12212,Minor
12213,Significant
12214,Minor
12215,Severe
12216,Minor
12217,Significant
12218,Minor
12219,Minor
12220,Significant
12221,Significant
12222,Minor
12223,Minor
12224,Significant
12225,Minor
12226,Minor
12227,Minor
12228,Minor
12229,Significant
12230,Minor
12231,Minor
12232,Minor
12233,Minor
12234,Minor
12235,Minor
12236,Significant
12237,Minor
12238,Minor
12239,Significant
12240,Severe
12241,Minor
12242,Significant
12243,Minor
12244,Minor
12245,Significant
12246,Significant
12247,Minor
12248,Minor
12249,Minor
12250,Minor
12251,Severe
12252,Minor
12253,Significant
12254,Minor
12255,Minor
12256,Minor
12257,Minor
12258,Minor
12259,Minor
12260,Significant
12261,Significant
12262,Minor
12263,Minor
12264,Significant
12265,Significant
12266,Minor
12267,Minor
12268,Minor
12269,Minor
12270,Minor
12271,Minor
12272,Minor
12273,Significant
12274,Minor
12275,Significant
12276,Minor
12277,Minor
12278,Minor
12279,Minor
12280,Minor
12281,Minor
12282,Minor
12283,Minor
12284,Minor
12285,Significant
12286,Minor
12287,Minor
12288,Severe
12289,Minor
12290,Minor
12291,Minor
12292,Minor
12293,Minor
12294,Significant
12295,Minor
12296,Minor
12297,Minor
12298,Significant
12299,Minor
12300,Minor
12301,Significant
12302,Significant
12303,Significant
12304,Significant
12305,Significant
12306,Minor
12307,Minor
12308,Minor
12309,Minor
12310,Significant
12311,Minor
12312,Minor
12313,Minor
12314,Minor
12315,Significant
12316,Significant
12317,Minor
12318,Significant
12319,Minor
12320,Minor
12321,Significant
12322,Minor
12323,Minor
12324,Minor
12325,Significant
12326,Minor
12327,Minor
12328,Minor
12329,Minor
12330,Significant
12331,Severe
12332,Minor
12333,Minor
12334,Significant
12335,Significant
12336,Significant
12337,Minor
12338,Significant
12339,Minor
12340,Minor
12341,Significant
12342,Minor
12343,Significant
12344,Minor
12345,Minor
12346,Significant
12347,Minor
12348,Minor
12349,Minor
12350,Minor
12351,Minor
12352,Minor
12353,Minor
12354,Minor
12355,Significant
12356,Minor
12357,Significant
12358,Minor
12359,Significant
12360,Minor
12361,Significant
12362,Minor
12363,Minor
12364,Significant
12365,Minor
12366,Significant
12367,Minor
12368,Minor
12369,Minor
12370,Significant
12371,Minor
12372,Minor
12373,Minor
12374,Significant
12375,Significant
12376,Minor
12377,Significant
12378,Minor
12379,Minor
12380,Minor
12381,Minor
12382,Minor
12383,Minor
12384,Minor
12385,Significant
12386,Minor
12387,Minor
12388,Minor
12389,Significant
12390,Minor
12391,Minor
12392,Minor
12393,Minor
12394,Significant
12395,Minor
12396,Minor
12397,Significant
12398,Minor
12399,Significant
12400,Minor
12401,Significant
12402,Minor
12403,Significant
12404,Minor
12405,Minor
12406,Minor
12407,Minor
12408,Minor
12409,Minor
12410,Minor
12411,Minor
12412,Minor
12413,Minor
12414,Minor
12415,Minor
12416,Significant
12417,Minor
12418,Minor
12419,Minor
12420,Minor
12421,Minor
12422,Minor
12423,Significant
12424,Minor
12425,Minor
12426,Minor
12427,Minor
12428,Minor
12429,Minor
12430,Minor
12431,Minor
12432,Minor
12433,Minor
12434,Significant
12435,Minor
12436,Minor
12437,Minor
12438,Minor
12439,Minor
12440,Significant
12441,Minor
12442,Minor
12443,Minor
12444,Minor
12445,Minor
12446,Minor
12447,Minor
12448,Significant
12449,Significant
12450,Minor
12451,Minor
12452,Minor
12453,Minor
12454,Minor
12455,Minor
12456,Minor
12457,Minor
12458,Significant
12459,Minor
12460,Significant
12461,Minor
12462,Significant
12463,Minor
12464,Minor
12465,Significant
12466,Significant
12467,Minor
12468,Minor
12469,Minor
12470,Significant
12471,Minor
12472,Significant
12473,Minor
12474,Minor
12475,Minor
12476,Minor
12477,Minor
12478,Minor
12479,Significant
12480,Minor
12481,Minor
12482,Significant
12483,Minor
12484,Minor
12485,Significant
12486,Significant
12487,Minor
12488,Minor
12489,Significant
12490,Minor
12491,Minor
12492,Minor
12493,Significant
12494,Significant
12495,Minor
12496,Minor
12497,Minor
12498,Minor
12499,Minor
12500,Minor
12501,Significant
12502,Minor
12503,Minor
12504,Severe
12505,Minor
12506,Significant
12507,Significant
12508,Minor
12509,Minor
12510,Minor
12511,Significant
12512,Severe
12513,Significant
12514,Minor
12515,Minor
12516,Minor
12517,Minor
12518,Minor
12519,Significant
12520,Minor
12521,Minor
12522,Minor
12523,Minor
12524,Minor
12525,Significant
12526,Significant
12527,Minor
12528,Significant
12529,Minor
12530,Significant
12531,Significant
12532,Minor
12533,Minor
12534,Minor
12535,Minor
12536,Minor
12537,Significant
12538,Significant
12539,Significant
12540,Significant
12541,Minor
12542,Minor
12543,Minor
12544,Significant
12545,Significant
12546,Significant
12547,Minor
12548,Minor
12549,Significant
12550,Significant
12551,Minor
12552,Significant
12553,Significant
12554,Minor
12555,Minor
12556,Minor
12557,Significant
12558,Minor
12559,Significant
12560,Minor
12561,Minor
12562,Significant
12563,Significant
12564,Minor
12565,Minor
12566,Minor
12567,Significant
12568,Minor
12569,Minor
12570,Significant
12571,Minor
12572,Minor
12573,Minor
12574,Minor
12575,Minor
12576,Minor
12577,Minor
12578,Minor
12579,Minor
12580,Significant
12581,Minor
12582,Significant
12583,Minor
12584,Significant
12585,Significant
12586,Minor
12587,Minor
12588,Minor
12589,Significant
12590,Significant
12591,Minor
12592,Minor
12593,Minor
12594,Minor
12595,Significant
12596,Minor
12597,Minor
12598,Significant
12599,Minor
12600,Minor
12601,Minor
12602,Significant
12603,Minor
12604,Minor
12605,Significant
12606,Significant
12607,Minor
12608,Significant
12609,Severe
12610,Significant
12611,Significant
12612,Minor
12613,Minor
12614,Minor
12615,Significant
12616,Minor
12617,Minor
12618,Minor
12619,Minor
12620,Minor
12621,Significant
12622,Significant
12623,Minor
12624,Significant
12625,Significant
12626,Minor
12627,Minor
12628,Minor
12629,Minor
12630,Minor
12631,Minor
12632,Significant
12633,Minor
12634,Significant
12635,Minor
12636,Minor
12637,Minor
12638,Minor
12639,Minor
12640,Minor
12641,Minor
12642,Significant
12643,Minor
12644,Minor
12645,Significant
12646,Minor
12647,Minor
12648,Significant
12649,Minor
12650,Minor
12651,Minor
12652,Significant
12653,Minor
12654,Minor
12655,Significant
12656,Minor
12657,Significant
12658,Minor
12659,Significant
12660,Minor
12661,Minor
12662,Significant
12663,Minor
12664,Minor
12665,Minor
12666,Minor
12667,Minor
12668,Minor
12669,Minor
12670,Minor
12671,Significant
12672,Significant
12673,Significant
12674,Significant
12675,Minor
12676,Minor
12677,Significant
12678,Minor
12679,Minor
12680,Significant
12681,Minor
12682,Significant
12683,Minor
12684,Significant
12685,Minor
12686,Minor
12687,Minor
12688,Significant
12689,Minor
12690,Minor
12691,Minor
12692,Significant
12693,Minor
12694,Minor
12695,Significant
12696,Severe
12697,Minor
12698,Minor
12699,Significant
12700,Minor
12701,Significant
12702,Minor
12703,Minor
12704,Minor
12705,Significant
12706,Minor
12707,Minor
12708,Significant
12709,Minor
12710,Minor
12711,Minor
12712,Significant
12713,Severe
12714,Minor
12715,Minor
12716,Significant
12717,Minor
12718,Minor
12719,Minor
12720,Significant
12721,Minor
12722,Severe
12723,Significant
12724,Minor
12725,Minor
12726,Minor
12727,Minor
12728,Minor
12729,Minor
12730,Minor
12731,Minor
12732,Minor
12733,Minor
12734,Minor
12735,Significant
12736,Minor
